title,year,summary,short_summary,genres,imdb_id,runtime,youtube_trailer,rating,movie_poster,director,writers,cast
The Red Turtle,2016,"Surrounded by the immense and furious ocean, a shipwrecked mariner battles all alone for his life with the relentless towering waves. Right on the brink of his demise, the man set adrift by the raging tempest washes ashore on a small and deserted tropical island of sandy beaches, timid animal inhabitants and a slender but graceful swaying bamboo forest. Alone, famished, yet, determined to break free from his Eden-like prison, after foraging for food and fresh water and encouraged by the dense forest, the stranded sailor builds a raft and sets off to the wide sea, however, an indistinguishable adversary prevents him from escaping. Each day, the exhausted man never giving up hope will attempt to make a new, more improved raft, but the sea is vast with wonderful and mysterious creatures and the island's only red turtle won't let the weary survivor escape that easily. Is this the heartless enemy?","A man is shipwrecked on a deserted island and encounters a red turtle, which changes his life.",Animation|Fantasy,tt3666024,80,Sw7BggqBpTk,75,https://hydramovies.com/wp-content/uploads/2018/04/The-Red-Turtle-Movie-Poster.jpg,Michael Dudok de Wit,Michael Dudok de Wit,Emmanuel Garijo|Tom Hudson
Tragedy Girls,2017,"A twist on the slasher genre, following two death-obsessed teenage girls who use their online show about real-life tragedies to send their small mid-western town into a frenzy, and cement their legacy as modern horror legends.","A twist on the slasher genre, following two death-obsessed teenage girls who use their online show about real-life tragedies to send their small mid-western town into a frenzy, and cement their legacy as modern horror legends.",Comedy|Horror,tt3859272,98,8_APkCw-Dx8,60,https://hydramovies.com/wp-content/uploads/2018/04/Tragedy-Girls-Movie-Poster.jpg,Tyler MacIntyre,Chris Lee Hill,Alexandra Shipp|Brianna Hildebrand
Columbus,2017,"A Korean-born man finds himself stuck in Columbus, Indiana, where his architect father is in a coma. The man meets a young woman who wants to stay in Columbus with her mother, a recovering addict, instead of pursuing her own dreams.","A Korean-born man finds himself stuck in Columbus, Indiana, where his architect father is in a coma. The man meets a young woman who wants to stay in Columbus with her mother, a recovering addict, instead of pursuing her own dreams.",Drama,tt5990474,0,r3dcnV6Z9Zs,73,https://hydramovies.com/wp-content/uploads/2018/04/Columbus-Movie-Poster.jpg,Kogonada,Kogonada,Haley Lu Richardson|John Cho|Parker Posey
Call Me by Your Name,2017,"CALL ME BY YOUR NAME, the new film by Luca Guadagnino, is a sensual and transcendent tale of first love, based on the acclaimed novel by André Aciman. It's the summer of 1983 in the north of Italy, and Elio Perlman (Timothée Chalamet), a precocious 17-year-old young man, spends his days in his family's 17th century villa transcribing and playing classical music, reading, and flirting with his friend Marzia (Esther Garrel). Elio enjoys a close relationship with his father (Michael Stuhlbarg), an eminent professor specializing in Greco-Roman culture, and his mother Annella (Amira Casar), a translator, who favor him with the fruits of high culture in a setting that overflows with natural delights. While Elio's sophistication and intellectual gifts suggest he is already a fully-fledged adult, there is much that yet remains innocent and unformed about him, particularly about matters of the heart. One day, Oliver (Armie Hammer), a 24-year-old American college graduate student working on his...","In 1980s Italy, a romance blossoms between a seventeen year-old student and the older man hired as his father's research assistant.",Drama|Romance,tt5726616,132,5rgO_TyyOoU,80,https://hydramovies.com/wp-content/uploads/2018/04/Call-Me-by-Your-Name-Movie-Poster.jpg,Luca Guadagnino,James Ivory,Armie Hammer|Michael Stuhlbarg|Timothée Chalamet
Mountain,2017,An experience about the highest peaks around the world.,An experience about the highest peaks around the world.,Documentary,tt6203570,0,lxtWMOAHoiI,73,https://hydramovies.com/wp-content/uploads/2018/04/Mountain-Movie-Poster.jpg,Jennifer Peedom,Robert Macfarlane,Willem Dafoe
Your Name,2016,Mitsuha is the daughter of the mayor of a small mountain town. She's a straightforward high school girl who lives with her sister and her grandmother and has no qualms about letting it be known that she's uninterested in Shinto rituals or helping her father's electoral campaign. Instead she dreams of leaving the boring town and trying her luck in Tokyo. Taki is a high school boy in Tokyo who works part-time in an Italian restaurant and aspires to become an architect or an artist. Every night he has a strange dream where he becomes...a high school girl in a small mountain town.,"Two strangers find themselves linked in a bizarre way. When a connection forms, will distance be the only thing to keep them apart?",Animation|Drama|Fantasy|Romance,tt5311514,106,VgixlvX28-g,84,https://hydramovies.com/wp-content/uploads/2018/04/Your-Name-Movie-Poster.jpg,Makoto Shinkai,Makoto Shinkai,Mone Kamishiraishi|Ryûnosuke Kamiki
Dawson City: Frozen Time,2016,"Dawson City: Frozen Time, pieces together the bizarre true history of a collection of some 500 films dating from 1910s - 1920s, which were lost for over 50 years until being discovered buried in a sub-arctic swimming pool deep in the Yukon Territory, in Dawson City, located about 350 miles south of the Arctic Circle. Using these permafrost protected, rare silent films and newsreels, archival footage, interviews and historical photographs to tell the story, and accompanied by an enigmatic score by Sigur Rós collaborator and composer Alex Somers (Captain Fantastic), Dawson City: Frozen Time depicts a unique history of a Canadian gold rush town by chronicling the life cycle of a singular film collection through its exile, burial, rediscovery, and salvation - and through that collection, how a First Nation hunting camp was transformed and displaced.","The history of Dawson City, the gold rush town that had a historical treasure of forgotten silent films buried in permafrost for decades until 1978.",Documentary|History,tt5215486,120,oEbHM8Vsvlo,76,https://hydramovies.com/wp-content/uploads/2018/04/Dawson-City-Frozen-Time-Movie-Poster.jpg,Bill Morrison,Bill Morrison,Kathy Jones-Gates|Michael Gates|Sam Kula
Good Time,2017,"Motivated by an almost ferocious love for his intellectually disabled brother, Nick, and an explosive mix of desperation and thirst for a better life, the abrasive and fledgeling criminal, Connie, involves his sibling in an ill-conceived bank robbery that swears to be a quick and easy job. Instead, things go utterly wrong, and Nick will wind up in Rikers Island after one unanticipated complication, forcing the desperate but determined Connie to embark on a nightmarish, no-holds-barred quest to bail Nick out. Inevitably, over the course of a long and violent night, Connie will go to great lengths to save Nick from a cruel fate, doomed, however, to do more harm than good. Is it all heading somewhere?","After a botched bank robbery lands his younger brother in prison, Connie Nikas embarks on a twisted odyssey through the city's underworld in an increasingly desperate-and dangerous-attempt to get his brother Nick out of jail.",Crime|Drama|Thriller,tt4846232,101,nrR-SbCRgCU,73,https://hydramovies.com/wp-content/uploads/2018/04/Good-Time-Movie-Poster.jpg,Benny Safdie,Ronald Bronstein,Benny Safdie|Jennifer Jason Leigh|Robert Pattinson
Menashe,2017,"Menashe, a widower, lives and works within the Hasidic community of Borough Park, Brooklyn. Since his wife passed away a year before, he has been trying hard to regain custody of his nine-year-old son, Rieven. But the rabbi (and all the community behind him) will not hear of it unless he re-marries, which Menashe does not want, his first marriage having been very unhappy. Father and son get on well together, but can Menashe take care of Rieven properly? Not really for all his goodwill as he holds down a low-paid job as a grocery clerk that consumes too much of his efforts and energy. Always late, always in a hurry, he endeavors to improve himself though. But will his efforts be enough to convince the rabbi that he can be a good father without a wife at home?","Within Brooklyn's ultra-orthodox Jewish community, a widower battles for custody of his son. A tender drama performed entirely in Yiddish, the film intimately explores the nature of faith and the price of parenthood.",Drama,tt6333086,82,83UoZcdX__Y,65,https://hydramovies.com/wp-content/uploads/2018/04/Menashe-Movie-Poster.jpg,Joshua Z Weinstein,Alex Lipschultz,Menashe Lustig|Yoel Falkowitz
Newness,2017,"In contemporary Los Angeles, two millennials navigating a social media-driven hookup culture begin a relationship that pushes both emotional and physical boundaries.","In contemporary Los Angeles, two millennials navigating a social media-driven hookup culture begin a relationship that pushes both emotional and physical boundaries.",Drama|Romance,tt6408226,112,EtBhKTuPjEk,64,https://hydramovies.com/wp-content/uploads/2018/04/Newness-Movie-Poster.jpg,Drake Doremus,Ben York Jones,Danny Huston|Laia Costa|Nicholas Hoult
Kedi,2016,"In the city of Istanbul, there are more than just human inhabitants. There are also the stray domestic cats of the city who live free but have complicated relationships with the people themselves. This film follows a selection of individual cats as they live their own lives in Istanbul with their own distinctive personalities. However, with this vibrant population, is the reality of an ancient metropolis changing with the times that may have less of a place for them.","A profile of an ancient city and its unique people, seen through the eyes of the most mysterious and beloved animal humans have ever known, the Cat.",Documentary,tt4420704,79,lKq7UqplcL8,77,https://hydramovies.com/wp-content/uploads/2018/04/Kedi-Movie-Poster.jpg,Ceyda Torun,Bengu,Duman
"Three Billboards Outside Ebbing, Missouri",2017,"THREE BILLBOARDS OUTSIDE EBBING, MISSOURI is a darkly comic drama from Academy Award nominee Martin McDonagh (In Bruges). After months have passed without a culprit in her daughter's murder case, Mildred Hayes (Academy Award winner Frances McDormand) makes a bold move, painting three signs leading into her town with a controversial message directed at William Willoughby (Academy Award nominee Woody Harrelson), the town's revered chief of police. When his second-in-command Officer Dixon (Academy Award winner Sam Rockwell), an immature mother's boy with a penchant for violence, gets involved, the battle between Mildred and Ebbing's law enforcement is only exacerbated.",A mother personally challenges the local authorities to solve her daughter's murder when they fail to catch the culprit.,Crime|Drama,tt5027774,115,Jit3YhGx5pU,82,https://hydramovies.com/wp-content/uploads/2018/04/Three-Billboards-Outside-Ebbing-Missouri-Movie-Poster.jpg,Martin McDonagh,Martin McDonagh,Frances McDormand|Sam Rockwell|Woody Harrelson
Jagga Jasoos,2017,"Join Jagga, a gifted teenage detective, who along with a female companion, is on a quest to find his missing father.","Join Jagga, a gifted teenage detective, who along with a female companion, is on a quest to find his missing father.",Action|Adventure|Comedy|Musical|Mystery,tt4129428,161,YheC-4Qgoro,65,https://hydramovies.com/wp-content/uploads/2018/04/Jagga-Jasoos-Movie-Poster.jpg,Anurag Basu,Anurag Basu,Katrina Kaif|Ranbir Kapoor
